c	t74_switch_fallthrough.c	PASS
go	t80_pointer_type.go	PASS
pl	t51_arith_loop.pl	PASS
pl	t52_full_prog.pl	PASS
c	t75_cond_reads.c	PASS
pl	t53_param_default.pl	PASS
go	t81_channel_type.go	PASS
pl	t54_str_subst.pl	PASS
c	t76_prefix_expr.c	PASS
pl	t55_array_elem.pl	PASS
c	t77_multichar.c	PASS
pl	t56_array_append.pl	PASS
go	t82_func_type.go	PASS
pl	t57_array_len.pl	PASS
c	t78_readwrite_out.c	PASS
pl	t58_seq_range.pl	PASS
c	t79_switch_midbreak.c	PASS
go	t83_type_args.go	PASS
pl	t59_until.pl	PASS
powershell	t14_format.ps1	PASS
pl	t60_contains.pl	PASS
c	t80_enum.c	PASS
pl	t61_while_read.pl	PASS
go	t84_interface_type.go	PASS
c	t81_predefined_false.c	PASS
pl	t64_prefix_suffix.pl	PASS
pl	t66_array_slice.pl	PASS
c	t82_const.c	PASS
go	t85_struct_type.go	PASS
pl	t68_case_glob.pl	PASS
c	t83_const_ptr.c	PASS
pl	t69_arith_unary.pl	PASS
pl	t70_quoted_single.pl	PASS
c	t84_static_assert.c	PASS
c	t85_attribute_specifier.c	PASS
c	t86_attribute_arg_clause.c	PASS
powershell	t15_generic_type_arguments.ps1	PASS
c	t87_volatile.c	PASS
c	t88_gnu_attribute.c	PASS
c	t89_asm_qualifier.c	PASS
c	t90_simple_asm.c	PASS
