chmod-standalone.sh	PASS	
chown-through-xargs.sh	PASS	
comment-like-in-string.sh	PASS	
comment-with-single-quotes.sh	PASS	
complex-pipe-subshell.sh	PASS	
complex-command-substitution.sh	PASS	
crlf-line-endings.sh	PASS	
dead-store-status.sh	PASS	
declare-let-keyword.sh	PASS	
dollar-after-dollar.sh	PASS	
dollar-at-default-quoted.sh	PASS	
dollar-at-with-default.sh	PASS	
dollar-bang.sh	PASS	
dollar-escape-in-interpolate.sh	PASS	
dollar-followed-by-slash.sh	PASS	
dollar-minus.sh	PASS	
dollar-positional-arithmetic.sh	PASS	
dollar-question-in-test.sh	PASS	
dollar-question-in-bracket.sh	PASS	
dollar-question.sh	PASS	
dot-source-lib.sh	PASS	
double-bracket-and-chain.sh	PASS	
double-bracket-or-chained.sh	PASS	
double-bracket-or.sh	PASS	
double-bracket-pipeline.sh	PASS	
double-equals-in-test.sh	PASS	
double-quote-with-sed-inside.sh	PASS	
double-paren-subshell.sh	PASS	
dq-hashbang-multiline-assign.sh	PASS	
dqs-nested-awk-sed.sh	PASS	
dqs-nested-dollar.sh	PASS	
echo-complex-pipeline.sh	PASS	
echo-hashbang-continuation.sh	PASS	
echo-hashbang-in-function.sh	PASS	
echo-in-qx.sh	PASS	
echo-with-escaped-backtick-and-quotes.sh	PASS	
echo-with-escaped-backtick.sh	PASS	
egrep-not-native.sh	PASS	
eq-string-num-var.sh	PASS	
escaped-paren-command-subst.sh	PASS	
escaped-quote-midword.sh	PASS	
escaped-singlequote-in-doublequote.sh	PASS	
eval-assign.sh	PASS	
exitScript-function.sh	PASS	
for-loop-dollar-at.sh	PASS	
func-after-or-assign.sh	PASS	
func-after-test-or.sh	PASS	
function-space-paren.sh	PASS	
exitScript-after-test.sh	PASS	
generator-system-echo-checkqx.sh	PASS	
gunzip_example.sh	PASS	
hash-in-var.sh	PASS	
heredoc-apostrophe-in-unquoted.sh	PASS	
heredoc-apostrophe-span.sh	PASS	
heredoc-apostrophe.sh	PASS	
heredoc-backtick-quote-span.sh	PASS	
heredoc-binary-data.sh	PASS	
heredoc-inside-dollar-paren.sh	PASS	
heredoc-python-fstring.sh	PASS	
heredoc-parse-error.sh	PASS	
heredoc-redirects-same-line.sh	PASS	
heredoc-singlequote-span.sh	PASS	
heredoc-subshell-redirects.sh	PASS	
heredoc-tabs.sh	PASS	
heredoc-unclosed.sh	PASS	
heredoc-with-braces.sh	PASS	
heredoc-with-quotes.sh	PASS	
heredoc-with-redirect-same-line.sh	PASS	
hoist-loop-self-update.sh	PASS	
hot-scalar-accumulator-loop.sh	PASS	
interactive-test-minus-t.sh	PASS	
keyword-in-arg.sh	PASS	
let-builtin.sh	PASS	
id-cmdsub.sh	PASS	
let-plusassign.sh	PASS	
lex-dot-in-var.sh	PASS	
lex-unexpected-qmark.sh	PASS	
lexer-char-minus.sh	PASS	
ln-symlink.sh	PASS	
local-declare-redirect.sh	PASS	
longoption-consumes-quote.sh	PASS	
mixed-quoting.sh	PASS	
mul_xy.sh	PASS	
multiline-assign.sh	PASS	
multiline-dq-hashbang.sh	PASS	
multiline-dq-string.sh	PASS	
multiple-awk-in-dqs.sh	PASS	
nested-case-esac.sh	PASS	
nested-heredoc-in-function.sh	PASS	
not-negation.sh	PASS	
nested-subshell-paren.sh	PASS	
or-continue.sh	PASS	
param-expand-default-operator.sh	PASS	
param-expand-hash-sameline.sh	PASS	
param-expand-hash.sh	PASS	
param-expand-hashhash.sh	PASS	
param-expand-multiline.sh	PASS	
param-expand-question.sh	PASS	
parameter-expansion-nested.sh	PASS	
parameter-expansion-pattern.sh	PASS	
parse-and-or-chain-with-assign.sh	PASS	
parse-arithmetic-extra-paren.sh	PASS	
parse-arithmetic-nested-array.sh	PASS	
parse-array-assignment.sh	PASS	
parse-array-plusassign.sh	PASS	
parse-at-slice-param.sh	PASS	
parse-at-slice.sh	PASS	
parse-backslash-continuation.sh	PASS	
parse-backslash-newline-in-string.sh	PASS	
parse-bare-quote-in-function.sh	PASS	
parse-brace-close.sh	PASS	
parse-brace-expansion.sh	PASS	
parse-braceclose-unexpected.sh	PASS	
parse-bracket-chain.sh	PASS	
parse-brace-in-heredoc.sh	PASS	
parse-bracket-unexpected.sh	PASS	
parse-bracket-subshell-pipe.sh	PASS	
parse-break-or.sh	PASS	
parse-builtin-keywords-in-case-body.sh	PASS	
parse-case-doublesemicolon.sh	PASS	
parse-case-dollarparen-pattern.sh	PASS	
parse-case-paren-pattern.sh	PASS	
parse-case-subject-complex.sh	PASS	
parse-case-quoted-pattern.sh	PASS	
parse-cd-command-subst.sh	PASS	
parse-command-subst-in-test.sh	PASS	
parse-comment-in-brace.sh	PASS	
parse-comment-in-dollar-paren.sh	PASS	
parse-complex-pipeline-quotes.sh	PASS	
parse-complex-sed-in-dollarparen.sh	PASS	
parse-complex-test-parens.sh	PASS	
parse-crlf-shebang.sh	PASS	
parse-default-value-no-colon.sh	PASS	
parse-db-status-fmt.sh	PASS	
parse-default-value-plain-dash.sh	PASS	
parse-dollar-at-default.sh	PASS	
parse-dollar-at-end-of-line.sh	PASS	
parse-dollar-brace-hash-hash.sh	PASS	
parse-dollar-end-of-string.sh	PASS	
parse-dollar-in-arithmetic.sh	PASS	
parse-dollar-in-param-expand.sh	PASS	
parse-dollar-keyword-var.sh	PASS	
parse-dollar-paren-or.sh	PASS	
parse-dollar-paren-pipe.sh	PASS	
parse-dollar-single-quote.sh	PASS	
parse-dollars-in-string.sh	PASS	
parse-done-unexpected.sh	PASS	
parse-dot-after-var.sh	PASS	
parse-double-bracket-char-class.sh	PASS	
parse-double-bracket-newline.sh	PASS	
parse-double-bracket-or-after-heredoc.sh	PASS	
parse-double-bracket-or.sh	PASS	
parse-double-semicolon-in-case.sh	PASS	
parse-double-semicolon.sh	PASS	
parse-doublequote-unexpected.sh	PASS	
parse-ef-test-operator.sh	PASS	
parse-empty-assign-doublesemicolon.sh	PASS	
parse-equals-in-variable.sh	PASS	
parse-error-block-in-pipeline.sh	PASS	
parse-error-case-bracket.sh	PASS	
parse-error-dollar-question-in-regex.sh	PASS	
parse-error-doublesemicolon.sh	PASS	
parse-error-escaped-dollar.sh	PASS	
parse-error-export-empty.sh	PASS	
parse-error-regex-lookbehind.sh	PASS	
parse-error-test-semicolon.sh	PASS	
parse-escaped-backtick-case.sh	PASS	
parse-escaped-quote-in-param-expansion.sh	PASS	
parse-eval-multiline.sh	PASS	
parse-exit-brace-question.sh	PASS	
parse-for-fi-keyword.sh	PASS	
parse-function-parentheses-newline.sh	PASS	
parse-glob-question-in-arg.sh	PASS	
parse-heredoc-apostrophe.sh	PASS	
parse-heredoc-before-eof.sh	PASS	
parse-heredoc-dollar-at.sh	PASS	
parse-heredoc-dollar-paren.sh	PASS	
parse-heredoc-dqs-backtick-question.sh	PASS	
parse-heredoc-eof-unexpected.sh	PASS	
parse-heredoc-hash-in-brace.sh	PASS	
parse-heredoc-in-if.sh	PASS	
parse-heredoc-or-dangling.sh	PASS	
parse-heredoc-paren.sh	PASS	
parse-heredoc-redirect-chain.sh	PASS	
parse-heredoc-tab.sh	PASS	
parse-herestring.sh	PASS	
parse-hex-number-argument.sh	PASS	
parse-hexnumber-in-arg.sh	PASS	
parse-invalid-redirect.sh	PASS	
parse-lexer-dollar.sh	PASS	
parse-longoption-with-dollar.sh	PASS	
parse-multi-command-while-condition.sh	PASS	
parse-multiline-single-quote.sh	PASS	
parse-multiline-string.sh	PASS	
parse-nested-arithmetic.sh	PASS	
parse-or-continuation.sh	PASS	
parse-orelse-continuation.sh	PASS	
parse-param-pattern-match.sh	PASS	
parse-parameter-expansion-eof.sh	PASS	
parse-parameter-pattern.sh	PASS	
parse-paren-after-do.sh	PASS	
parse-paren-close.sh	PASS	
parse-posix-case-paren.sh	PASS	
parse-question-mark.sh	PASS	
parse-quoted-awk-in-subshell.sh	PASS	
parse-redirect-clobber.sh	PASS	
parse-redirect-in-case-body.sh	PASS	
parse-redirect-in-case-pattern.sh	PASS	
parse-redirect-samefile.sh	PASS	
parse-return-after-if.sh	PASS	
parse-return-and.sh	PASS	
parse-return-or.sh	PASS	
parse-return-pipe.sh	PASS	
parse-samefile-operator.sh	PASS	
parse-single-quote-in-arg.sh	PASS	
parse-singlequote-comment.sh	PASS	
parse-singlequote-unexpected.sh	PASS	
parse-source-in-test.sh	PASS	
parse-sq-awk-cmd.sh	PASS	
parse-sq-awk-while.sh	PASS	
parse-sq-multiline-awk.sh	PASS	
parse-sq-with-for.sh	PASS	
parse-sq-with-while.sh	PASS	
parse-standalone-redirect.sh	PASS	
parse-star-case-pattern.sh	PASS	
parse-substring-double-colon.sh	PASS	
parse-substring-expansion.sh	PASS	
parse-test-or.sh	PASS	
parse-test-semicolon.sh	PASS	
parse-test-with-source.sh	PASS	
parse-unexpected-braceclose.sh	PASS	
parse-unexpected-end-of-input.sh	PASS	
parse-unexpected-parenclose.sh	PASS	
parse-unterminated-heredoc.sh	PASS	
parse-variable-default-with-quotes.sh	PASS	
pid_tempfile.sh	PASS	
pipeline-after-subshell.sh	PASS	
positional-dollar-at-params.sh	PASS	
printf-format-and-v.sh	PASS	
process-substitution.sh	PASS	
ps-system-call.sh	PASS	
question-in-singlequote.sh	PASS	
question-param-expand.sh	PASS	
quoted-case-pattern.sh	PASS	
qx-scalar-var-with-builtin.sh	PASS	
qx-sed-in-command-var.sh	PASS	
qx-uname-in-command-var.sh	PASS	
qx-var-builtin-cd.sh	PASS	
qx-var-builtin-echo.sh	PASS	
qx-var-builtin-sed.sh	PASS	
qx-var-builtin-uname.sh	PASS	
readlink_example.sh	PASS	
readlink_flags.sh	PASS	
readlink_relative.sh	PASS	
readonly-cmdsub.sh	PASS	
realpath-cmdsub.sh	PASS	
redirect-all.sh	PASS	
redirect-in-arithmetic.sh	PASS	
regex-brace-in-test.sh	PASS	
regexpattern-eats-close-paren.sh	PASS	
return-double-semicolon.sh	PASS	
rmdir-standalone.sh	PASS	
samefile-operator.sh	PASS	
sed-backtick.sh	PASS	
sed-redirect-to-qx.sh	PASS	
shopt-quiet-flag.sh	PASS	
single-quote-embed-escape.sh	PASS	
single-quote-escape.sh	PASS	
singlequote-escape.sh	PASS	
sqs-overlap-multiline-awk.sh	PASS	
sqs-overlap-singleline.sh	PASS	
subshell-heredoc-close.sh	PASS	
subshell-sed-squote-dquote.sh	PASS	
sync-direct-call-await.sh	PASS	
sync-loop-function-call.sh	PASS	
system-call-builtin-echo.sh	PASS	
tail-standalone.sh	PASS	
test-bracket-command-sub.sh	PASS	
test-bracket-singlequote.sh	PASS	
test-bracket-unclosed.sh	PASS	
test-double-bracket.sh	PASS	
test-escaped-parens-in-function.sh	PASS	
test-expr-backtick.sh	PASS	
test-expr-colon.sh	PASS	
test-expr-dollar-paren.sh	PASS	
test-expr-float.sh	PASS	
test-expr-long-option.sh	PASS	
test-expr-pipe.sh	PASS	
test-expr-true.sh	PASS	
test-expression-backslash-continuation.sh	PASS	
test-operator-S.sh	PASS	
test-operator-missing.sh	PASS	
test-string-arith-in-brackets.sh	PASS	
test_find.sh	PASS	
test_grep.sh	PASS	
test_perl_critic.sh	PASS	
test_simple_function.sh	PASS	
test_system_builtin.sh	PASS	
tsv-string-accumulate-loop.sh	PASS	
tty-cmdsub.sh	PASS	
typeset-cmdsub.sh	PASS	
uname-in-qx.sh	PASS	
unclosed-param-expansion.sh	PASS	
unicode-in-string.sh	PASS	
unmatched-brace.sh	PASS	
unset-var-empty-string-test.sh	PASS	
utf8-non-utf8-content.sh	PASS	
var-hash-pattern.sh	PASS	
variable-apostrophe-concat.sh	PASS	
variable-assignment-concatenated-string.sh	PASS	
variable-default-with-hash.sh	PASS	
variable-plus-operator.sh	PASS	
zsh-style-eval-redirect.sh	PASS	
zstd_example.sh	PASS	
